"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Agg.Entropy..bits.","Avg.Entropy..bits.","BW.90...Hz.","Center.Freq..Hz.","Delta.Time..s.","Freq.5...Hz.","Freq.95...Hz.","Max.Freq..Hz.","Begin.File","Begin.Path","Signal.Type","song.analyzed","num.notes","num.unique.notes","buzzy.or.clear","Song.ID.1","Source"
"466",1,"Waveform 1",1,90.32763071,91.96176036,3342.3,7565.7,NA,NA,NA,NA,1.634,NA,NA,NA,"SRE08M05.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav","song","5",6,3,"clear","SRE08M05","Field Season"
"467",1,"Spectrogram 1",1,90.32763071,91.96176036,3342.3,7565.7,4.556,2.912,2756.2,5512.5,1.634,4306.6,7062.9,6804.5,"SRE08M05.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav","song","5",6,3,"clear","SRE08M05","Field Season"
"468",1,"Selection Spectrum 1",1,90.32763071,91.96176036,3342.3,7565.7,4.561,4.561,2756.2,5512.5,1.634,4306.6,7062.9,4478.9,"SRE08M05.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav","song","5",6,3,"clear","SRE08M05","Field Season"
"469",2,"Waveform 1",1,56.95671952,58.60992967,3234.7,7786.1,NA,NA,NA,NA,1.653,NA,NA,NA,"SRE08M05.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav","song","3",6,3,"clear","SRE08M05","Field Season"
"470",2,"Spectrogram 1",1,56.95671952,58.60992967,3234.7,7786.1,4.353,2.355,2670.1,5340.2,1.653,4134.4,6804.5,4392.8,"SRE08M05.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav","song","3",6,3,"clear","SRE08M05","Field Season"
"471",2,"Selection Spectrum 1",1,56.95671952,58.60992967,3234.7,7786.1,4.335,4.335,2670.1,5340.2,1.653,4134.4,6804.5,4392.8,"SRE08M05.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav","song","3",6,3,"clear","SRE08M05","Field Season"
"472",4,"Waveform 1",1,39.29750646,40.93203626,3275.7,7458.1,NA,NA,NA,NA,1.635,NA,NA,NA,"SRE08M05.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav","song","2",6,3,"clear","SRE08M05","Field Season"
"473",4,"Spectrogram 1",1,39.29750646,40.93203626,3275.7,7458.1,4.227,2.39,2756.2,4651.2,1.635,4220.5,6976.8,4392.8,"SRE08M05.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav","song","2",6,3,"clear","SRE08M05","Field Season"
"474",4,"Selection Spectrum 1",1,39.29750646,40.93203626,3275.7,7458.1,4.216,4.216,2756.2,4565,1.635,4220.5,6976.8,4392.8,"SRE08M05.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav","song","2",6,3,"clear","SRE08M05","Field Season"
"475",1,"Waveform 1",1,1.201965474,2.408936001,3588,7205.3,NA,NA,NA,NA,1.207,NA,NA,NA,"SRE08M08.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav","song","1",5,3,"clear","SRE08M08","Field Season"
"476",1,"Spectrogram 1",1,1.201965474,2.408936001,3588,7205.3,3.259,2.836,2325.6,6632.2,1.207,4478.9,6804.5,6632.2,"SRE08M08.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav","song","1",5,3,"clear","SRE08M08","Field Season"
"477",1,"Selection Spectrum 1",1,1.201965474,2.408936001,3588,7205.3,3.215,3.215,2325.6,6632.2,1.207,4478.9,6804.5,6632.2,"SRE08M08.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav","song","1",5,3,"clear","SRE08M08","Field Season"
"478",6,"Waveform 1",1,22.14366503,23.71811949,3424.9,7339.1,NA,NA,NA,NA,1.574,NA,NA,NA,"SRE08M08.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav","song","2",6,3,"clear","SRE08M08","Field Season"
"479",6,"Spectrogram 1",1,22.14366503,23.71811949,3424.9,7339.1,4.625,2.877,2756.2,5943.2,1.574,4134.4,6890.6,6804.5,"SRE08M08.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav","song","2",6,3,"clear","SRE08M08","Field Season"
"480",6,"Selection Spectrum 1",1,22.14366503,23.71811949,3424.9,7339.1,4.628,4.628,2756.2,5943.2,1.574,4134.4,6890.6,6804.5,"SRE08M08.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav","song","2",6,3,"clear","SRE08M08","Field Season"
"481",7,"Waveform 1",1,35.77298206,37.4546794,3370.6,7882.8,NA,NA,NA,NA,1.682,NA,NA,NA,"SRE08M08.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav","song","3",6,3,"clear","SRE08M08","Field Season"
"482",7,"Spectrogram 1",1,35.77298206,37.4546794,3370.6,7882.8,4.526,2.712,2670.1,5426.4,1.682,4134.4,6804.5,6804.5,"SRE08M08.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav","song","3",6,3,"clear","SRE08M08","Field Season"
"483",7,"Selection Spectrum 1",1,35.77298206,37.4546794,3370.6,7882.8,4.522,4.522,2670.1,5426.4,1.682,4134.4,6804.5,6632.2,"SRE08M08.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav","song","3",6,3,"clear","SRE08M08","Field Season"
"484",1,"Waveform 1",1,77.55423012,78.90285325,3681.3,6532.1,NA,NA,NA,NA,1.349,NA,NA,NA,"SRE08M11.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M11.wav","song","1",10,6,"buzzy","SRE08M11","Field Season"
"485",1,"Spectrogram 1",1,77.55423012,78.90285325,3681.3,6532.1,4.641,3.543,2153.3,4909.6,1.349,3962.1,6115.4,5426.4,"SRE08M11.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M11.wav","song","1",10,6,"buzzy","SRE08M11","Field Season"
"486",1,"Selection Spectrum 1",1,77.55423012,78.90285325,3681.3,6532.1,4.642,4.642,2153.3,4909.6,1.349,3962.1,6115.4,4909.6,"SRE08M11.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M11.wav","song","1",10,6,"buzzy","SRE08M11","Field Season"
"487",2,"Waveform 1",1,96.36446345,97.8684977,3302.1,6219.4,NA,NA,NA,NA,1.504,NA,NA,NA,"SRE08M11.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M11.wav","song","2",9,7,"buzzy","SRE08M11","Field Season"
"488",2,"Spectrogram 1",1,96.36446345,97.8684977,3302.1,6219.4,4.359,3.392,1894.9,4995.7,1.504,4134.4,6029.3,5340.2,"SRE08M11.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M11.wav","song","2",9,7,"buzzy","SRE08M11","Field Season"
"489",2,"Selection Spectrum 1",1,96.36446345,97.8684977,3302.1,6219.4,4.372,4.372,1894.9,4995.7,1.504,4134.4,6029.3,4909.6,"SRE08M11.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M11.wav","song","2",9,7,"buzzy","SRE08M11","Field Season"
"490",3,"Waveform 1",1,113.3709582,114.8732656,3719.4,6274.2,NA,NA,NA,NA,1.502,NA,NA,NA,"SRE08M11.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M11.wav","song","3",9,6,"buzzy","SRE08M11","Field Season"
"491",3,"Spectrogram 1",1,113.3709582,114.8732656,3719.4,6274.2,4.424,3.176,1894.9,5081.8,1.502,4134.4,6029.3,5254.1,"SRE08M11.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M11.wav","song","3",9,6,"buzzy","SRE08M11","Field Season"
"492",3,"Selection Spectrum 1",1,113.3709582,114.8732656,3719.4,6274.2,4.423,4.423,1894.9,5081.8,1.502,4134.4,6029.3,6029.3,"SRE08M11.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M11.wav","song","3",9,6,"buzzy","SRE08M11","Field Season"
"493",1,"Waveform 1",1,192.5561906,194.172107,2903.2,7369.7,NA,NA,NA,NA,1.616,NA,NA,NA,"SRE08M12_1.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M12_1.wav","song","9",6,3,"clear","SRE08M12","Field Season"
"494",1,"Spectrogram 1",1,192.5561906,194.172107,2903.2,7369.7,4.615,3.003,3100.8,5254.1,1.616,3876,6976.8,6632.2,"SRE08M12_1.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M12_1.wav","song","9",6,3,"clear","SRE08M12","Field Season"
"495",1,"Selection Spectrum 1",1,192.5561906,194.172107,2903.2,7369.7,4.617,4.617,3100.8,5254.1,1.616,3876,6976.8,6632.2,"SRE08M12_1.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M12_1.wav","song","9",6,3,"clear","SRE08M12","Field Season"
"496",2,"Waveform 1",1,142.3235385,143.9224153,2679.9,7295.3,NA,NA,NA,NA,1.599,NA,NA,NA,"SRE08M12_1.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M12_1.wav","song","5",6,3,"clear","SRE08M12","Field Season"
"497",2,"Spectrogram 1",1,142.3235385,143.9224153,2679.9,7295.3,4.68,2.751,3014.6,5081.8,1.599,3876,6890.6,6804.5,"SRE08M12_1.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M12_1.wav","song","5",6,3,"clear","SRE08M12","Field Season"
"498",2,"Selection Spectrum 1",1,142.3235385,143.9224153,2679.9,7295.3,4.668,4.668,3014.6,5081.8,1.599,3876,6890.6,6804.5,"SRE08M12_1.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M12_1.wav","song","5",6,3,"clear","SRE08M12","Field Season"
"499",1,"Waveform 1",1,189.8461104,191.1847945,2743.6,6960,NA,NA,NA,NA,1.339,NA,NA,NA,"SRE08M12_2.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M12_2.wav","song","13",5,3,"clear","SRE08M12","Field Season"
"500",1,"Spectrogram 1",1,189.8461104,191.1847945,2743.6,6960,4.095,2.598,2670.1,5081.8,1.339,3962.1,6632.2,6546.1,"SRE08M12_2.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M12_2.wav","song","13",5,3,"clear","SRE08M12","Field Season"
"501",1,"Selection Spectrum 1",1,189.8461104,191.1847945,2743.6,6960,4.095,4.095,2670.1,5081.8,1.339,3962.1,6632.2,4909.6,"SRE08M12_2.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M12_2.wav","song","13",5,3,"clear","SRE08M12","Field Season"
"502",1,"Waveform 1",1,100.641165,102.1930103,3946.8,8457.2,NA,NA,NA,NA,1.552,NA,NA,NA,"SRE09M02.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M02.wav","song","9",9,4,"buzzy","SRE09M02","Field Season"
"503",1,"Spectrogram 1",1,100.641165,102.1930103,3946.8,8457.2,3.675,3.102,1119.7,5168,1.552,4737.3,5857,5770.9,"SRE09M02.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M02.wav","song","9",9,4,"buzzy","SRE09M02","Field Season"
"504",1,"Selection Spectrum 1",1,100.641165,102.1930103,3946.8,8457.2,3.674,3.674,1119.7,5168,1.552,4737.3,5857,5684.8,"SRE09M02.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M02.wav","song","9",9,4,"buzzy","SRE09M02","Field Season"
"505",7,"Waveform 1",1,40.79074632,41.46342756,4651,7244.2,NA,NA,NA,NA,0.673,NA,NA,NA,"SRE09M02.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M02.wav","song","5",6,4,"buzzy","SRE09M02","Field Season"
"506",7,"Spectrogram 1",1,40.79074632,41.46342756,4651,7244.2,2.874,2.717,689.1,5598.6,0.673,5426.4,6115.4,5512.5,"SRE09M02.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M02.wav","song","5",6,4,"buzzy","SRE09M02","Field Season"
"507",7,"Selection Spectrum 1",1,40.79074632,41.46342756,4651,7244.2,2.871,2.871,689.1,5598.6,0.673,5426.4,6115.4,5598.6,"SRE09M02.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M02.wav","song","5",6,4,"buzzy","SRE09M02","Field Season"
"508",11,"Waveform 1",1,75.56208376,77.08160269,2845.9,8160.8,NA,NA,NA,NA,1.52,NA,NA,NA,"SRE09M02.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M02.wav","song","7",11,5,"buzzy","SRE09M02","Field Season"
"509",11,"Spectrogram 1",1,75.56208376,77.08160269,2845.9,8160.8,3.723,3.215,1119.7,5598.6,1.52,4823.4,5943.2,5770.9,"SRE09M02.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M02.wav","song","7",11,5,"buzzy","SRE09M02","Field Season"
"510",11,"Selection Spectrum 1",1,75.56208376,77.08160269,2845.9,8160.8,3.713,3.713,1119.7,5598.6,1.52,4823.4,5943.2,5770.9,"SRE09M02.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M02.wav","song","7",11,5,"buzzy","SRE09M02","Field Season"
"511",1,"Waveform 1",1,30.86202806,32.274048,3115,8497,NA,NA,NA,NA,1.412,NA,NA,NA,"SRE09M03.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M03.wav","song","2",11,5,"clear","SRE09M03","Field Season"
"512",1,"Spectrogram 1",1,30.86202806,32.274048,3115,8497,3.319,3.115,2153.3,6460,1.412,4478.9,6632.2,6546.1,"SRE09M03.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M03.wav","song","2",11,5,"clear","SRE09M03","Field Season"
"513",1,"Selection Spectrum 1",1,30.86202806,32.274048,3115,8497,3.335,3.335,2153.3,6460,1.412,4478.9,6632.2,6460,"SRE09M03.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M03.wav","song","2",11,5,"clear","SRE09M03","Field Season"
"514",3,"Waveform 1",1,79.71167144,81.09792289,3006.2,8823.2,NA,NA,NA,NA,1.386,NA,NA,NA,"SRE09M03.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M03.wav","song","9",11,5,"clear","SRE09M03","Field Season"
"515",3,"Spectrogram 1",1,79.71167144,81.09792289,3006.2,8823.2,3.936,3.265,2411.7,6460,1.386,4392.8,6804.5,6546.1,"SRE09M03.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M03.wav","song","9",11,5,"clear","SRE09M03","Field Season"
"516",3,"Selection Spectrum 1",1,79.71167144,81.09792289,3006.2,8823.2,3.933,3.933,2497.9,6460,1.386,4392.8,6890.6,6546.1,"SRE09M03.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M03.wav","song","9",11,5,"clear","SRE09M03","Field Season"
"517",4,"Waveform 1",1,58.94207828,60.37383652,2881.3,8639.8,NA,NA,NA,NA,1.432,NA,NA,NA,"SRE09M03.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M03.wav","song","6",11,5,"clear","SRE09M03","Field Season"
"518",4,"Spectrogram 1",1,58.94207828,60.37383652,2881.3,8639.8,3.426,3.393,2239.5,6546.1,1.432,4478.9,6718.4,6632.2,"SRE09M03.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M03.wav","song","6",11,5,"clear","SRE09M03","Field Season"
"519",4,"Selection Spectrum 1",1,58.94207828,60.37383652,2881.3,8639.8,3.434,3.434,2239.5,6546.1,1.432,4478.9,6718.4,6632.2,"SRE09M03.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE09M03.wav","song","6",11,5,"clear","SRE09M03","Field Season"
"520",3,"Waveform 1",1,16.1737822,18.03012626,2862.5,6678.9,NA,NA,NA,NA,1.856,NA,NA,NA,"SRE10M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M03.WAV.wav","song","1",16,4,"clear","SRE10M03","Field Season"
"521",3,"Spectrogram 1",1,16.1737822,18.03012626,2862.5,6678.9,4.538,2.992,2411.7,4995.7,1.856,3962.1,6373.8,4737.3,"SRE10M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M03.WAV.wav","song","1",16,4,"clear","SRE10M03","Field Season"
"522",3,"Selection Spectrum 1",1,16.1737822,18.03012626,2862.5,6678.9,4.537,4.537,2411.7,4995.7,1.856,3962.1,6373.8,4995.7,"SRE10M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M03.WAV.wav","song","1",16,4,"clear","SRE10M03","Field Season"
"523",5,"Waveform 1",1,32.46635984,34.21101957,2960.4,6629.9,NA,NA,NA,NA,1.745,NA,NA,NA,"SRE10M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M03.WAV.wav","song","2",14,4,"clear","SRE10M03","Field Season"
"524",5,"Spectrogram 1",1,32.46635984,34.21101957,2960.4,6629.9,4.637,3.003,2497.9,5168,1.745,3876,6373.8,6373.8,"SRE10M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M03.WAV.wav","song","2",14,4,"clear","SRE10M03","Field Season"
"525",5,"Selection Spectrum 1",1,32.46635984,34.21101957,2960.4,6629.9,4.632,4.632,2497.9,5168,1.745,3876,6373.8,5254.1,"SRE10M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M03.WAV.wav","song","2",14,4,"clear","SRE10M03","Field Season"
"526",6,"Waveform 1",1,59.91218191,61.51207107,3009.3,6581,NA,NA,NA,NA,1.6,NA,NA,NA,"SRE10M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M03.WAV.wav","song","4",13,4,"clear","SRE10M03","Field Season"
"527",6,"Spectrogram 1",1,59.91218191,61.51207107,3009.3,6581,4.447,2.827,2584,4392.8,1.6,3789.8,6373.8,4220.5,"SRE10M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M03.WAV.wav","song","4",13,4,"clear","SRE10M03","Field Season"
"528",6,"Selection Spectrum 1",1,59.91218191,61.51207107,3009.3,6581,4.438,4.438,2584,4392.8,1.6,3789.8,6373.8,4220.5,"SRE10M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M03.WAV.wav","song","4",13,4,"clear","SRE10M03","Field Season"
"529",1,"Waveform 1",1,201.3673326,202.940796,3357.4,7027,NA,NA,NA,NA,1.573,NA,NA,NA,"SRE10M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M04_1.WAV.wav","song","19",5,3,"clear","SRE10M04","Field Season"
"530",1,"Spectrogram 1",1,201.3673326,202.940796,3357.4,7027,4.656,3.408,2497.9,5340.2,1.573,4306.6,6804.5,6804.5,"SRE10M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M04_1.WAV.wav","song","19",5,3,"clear","SRE10M04","Field Season"
"531",1,"Selection Spectrum 1",1,201.3673326,202.940796,3357.4,7027,4.641,4.641,2497.9,5340.2,1.573,4306.6,6804.5,6804.5,"SRE10M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M04_1.WAV.wav","song","19",5,3,"clear","SRE10M04","Field Season"
"532",2,"Waveform 1",1,116.5997905,117.9334803,3359.9,7029.5,NA,NA,NA,NA,1.334,NA,NA,NA,"SRE10M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M04_1.WAV.wav","song","12",6,4,"clear","SRE10M04","Field Season"
"533",2,"Spectrogram 1",1,116.5997905,117.9334803,3359.9,7029.5,4.769,3.251,2239.5,5684.8,1.334,4565,6804.5,6718.4,"SRE10M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M04_1.WAV.wav","song","12",6,4,"clear","SRE10M04","Field Season"
"534",2,"Selection Spectrum 1",1,116.5997905,117.9334803,3359.9,7029.5,4.771,4.771,2239.5,5684.8,1.334,4565,6804.5,6718.4,"SRE10M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M04_1.WAV.wav","song","12",6,4,"clear","SRE10M04","Field Season"
"535",4,"Waveform 1",1,71.65735506,73.37718725,3178.7,7074.8,NA,NA,NA,NA,1.72,NA,NA,NA,"SRE10M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M04_1.WAV.wav","song","8",7,3,"clear","SRE10M04","Field Season"
"536",4,"Spectrogram 1",1,71.65735506,73.37718725,3178.7,7074.8,4.74,3.21,2584,5512.5,1.72,4220.5,6804.5,6718.4,"SRE10M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M04_1.WAV.wav","song","8",7,3,"clear","SRE10M04","Field Season"
"537",4,"Selection Spectrum 1",1,71.65735506,73.37718725,3178.7,7074.8,4.738,4.738,2584,5512.5,1.72,4220.5,6804.5,6718.4,"SRE10M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Campbell_River/SRE10M04_1.WAV.wav","song","8",7,3,"clear","SRE10M04","Field Season"
"538",1,"Waveform 1",1,27.21502587,28.4711748,3173.2,8477.9,NA,NA,NA,NA,1.256,NA,NA,NA,"SRE17M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_1.WAV.wav","song","3",5,3,"clear","SRE17M03","Field Season"
"539",1,"Spectrogram 1",1,27.21502587,28.4711748,3173.2,8477.9,4.461,2.763,2156.2,6375,1.256,4781.2,6937.5,6750,"SRE17M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_1.WAV.wav","song","3",5,3,"clear","SRE17M03","Field Season"
"540",1,"Selection Spectrum 1",1,27.21502587,28.4711748,3173.2,8477.9,4.472,4.472,2156.2,6375,1.256,4781.2,6937.5,6843.8,"SRE17M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_1.WAV.wav","song","3",5,3,"clear","SRE17M03","Field Season"
"541",2,"Waveform 1",1,35.4074273,36.81215299,2598.9,7774.3,NA,NA,NA,NA,1.405,NA,NA,NA,"SRE17M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_1.WAV.wav","song","4",6,3,"clear","SRE17M03","Field Season"
"542",2,"Spectrogram 1",1,35.4074273,36.81215299,2598.9,7774.3,4.934,3.116,3562.5,5531.2,1.405,3281.2,6843.8,3750,"SRE17M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_1.WAV.wav","song","4",6,3,"clear","SRE17M03","Field Season"
"543",2,"Selection Spectrum 1",1,35.4074273,36.81215299,2598.9,7774.3,4.938,4.938,3562.5,5531.2,1.405,3281.2,6843.8,6656.2,"SRE17M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_1.WAV.wav","song","4",6,3,"clear","SRE17M03","Field Season"
"544",1,"Waveform 1",1,1.476758378,2.792642085,4514,8010.4,NA,NA,NA,NA,1.316,NA,NA,NA,"SRE17M03_2.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_2.WAV.wav","song","5",5,3,"clear","SRE17M03","Field Season"
"545",1,"Spectrogram 1",1,1.476758378,2.792642085,4514,8010.4,4.213,2.411,2156.2,6375,1.316,4781.2,6937.5,4875,"SRE17M03_2.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_2.WAV.wav","song","5",5,3,"clear","SRE17M03","Field Season"
"546",1,"Selection Spectrum 1",1,1.476758378,2.792642085,4514,8010.4,4.221,4.221,2156.2,6375,1.316,4781.2,6937.5,6656.2,"SRE17M03_2.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_2.WAV.wav","song","5",5,3,"clear","SRE17M03","Field Season"
"547",1,"Waveform 1",1,247.4862068,249.0618662,3523.9,8737,NA,NA,NA,NA,1.576,NA,NA,NA,"SRE17M03_3.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_3.WAV.wav","song","4b",9,4,"buzzy","SRE17M03","Field Season"
"548",1,"Spectrogram 1",1,247.4862068,249.0618662,3523.9,8737,3.218,3.208,1593.8,6093.8,1.576,4593.8,6187.5,6093.8,"SRE17M03_3.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_3.WAV.wav","song","4b",9,4,"buzzy","SRE17M03","Field Season"
"549",1,"Selection Spectrum 1",1,247.4862068,249.0618662,3523.9,8737,3.236,3.236,1593.8,6093.8,1.576,4593.8,6187.5,6093.8,"SRE17M03_3.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_3.WAV.wav","song","4b",9,4,"buzzy","SRE17M03","Field Season"
"550",2,"Waveform 1",1,231.6964085,233.3843521,3893.2,8629.5,NA,NA,NA,NA,1.688,NA,NA,NA,"SRE17M03_3.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Hope/SRE17M03_3.WAV.wav","song","3b",10,4,"buzzy","SRE17M03","Field Season"
