"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Agg.Entropy..bits.","Avg.Entropy..bits.","BW.90...Hz.","Center.Freq..Hz.","Delta.Time..s.","Freq.5...Hz.","Freq.95...Hz.","Max.Freq..Hz.","Begin.File","Begin.Path","Signal.Type","song.analyzed","num.notes","num.unique.notes","buzzy.or.clear","Song.ID.1","Source"
"2160",1,"Spectrogram 1",1,28.64474039,30.14635955,3506.9,7246.5,3.63,2.109,2062.5,5250,1.502,4312.5,6375,5250,"XC182404 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182404 - Townsend's Warbler - Setophaga townsendi.wav","song","3",6,3,"clear","XC182404","Xeno-Canto"
"2161",1,"Selection Spectrum 1",1,28.64474039,30.14635955,3506.9,7246.5,3.626,3.626,1968.8,5250,1.502,4312.5,6281.2,5343.8,"XC182404 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182404 - Townsend's Warbler - Setophaga townsendi.wav","song","3",6,3,"clear","XC182404","Xeno-Canto"
"2162",3,"Waveform 1",1,42.57277953,44.1286132,3506.9,7121.9,NA,NA,NA,NA,1.556,NA,NA,NA,"XC182404 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182404 - Townsend's Warbler - Setophaga townsendi.wav","song","4",6,3,"clear","XC182404","Xeno-Canto"
"2163",3,"Spectrogram 1",1,42.57277953,44.1286132,3506.9,7121.9,4.106,2.347,2437.5,5250,1.556,4125,6562.5,5343.8,"XC182404 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182404 - Townsend's Warbler - Setophaga townsendi.wav","song","4",6,3,"clear","XC182404","Xeno-Canto"
"2164",3,"Selection Spectrum 1",1,42.57277953,44.1286132,3506.9,7121.9,4.116,4.116,2437.5,5250,1.556,4125,6562.5,5343.8,"XC182404 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182404 - Townsend's Warbler - Setophaga townsendi.wav","song","4",6,3,"clear","XC182404","Xeno-Canto"
"2165",4,"Waveform 1",1,0.426496498,1.937231342,3506.9,7454.3,NA,NA,NA,NA,1.511,NA,NA,NA,"XC182404 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182404 - Townsend's Warbler - Setophaga townsendi.wav","song","1",6,3,"clear","XC182404","Xeno-Canto"
"2166",4,"Spectrogram 1",1,0.426496498,1.937231342,3506.9,7454.3,3.98,2.134,2250,5250,1.511,4218.8,6468.8,5343.8,"XC182404 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182404 - Townsend's Warbler - Setophaga townsendi.wav","song","1",6,3,"clear","XC182404","Xeno-Canto"
"2167",4,"Selection Spectrum 1",1,0.426496498,1.937231342,3506.9,7454.3,3.973,3.973,2250,5250,1.511,4218.8,6468.8,5343.8,"XC182404 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182404 - Townsend's Warbler - Setophaga townsendi.wav","song","1",6,3,"clear","XC182404","Xeno-Canto"
"2168",1,"Waveform 1",1,37.81092968,39.41849562,3701.5,7998.5,NA,NA,NA,NA,1.608,NA,NA,NA,"XC182421 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182421 - Townsend's Warbler - Setophaga townsendi.wav","song","4",11,4,"buzzy","XC182421","Xeno-Canto"
"2169",1,"Spectrogram 1",1,37.81092968,39.41849562,3701.5,7998.5,3.351,2.784,1687.5,5906.2,1.608,4312.5,6000,5906.2,"XC182421 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182421 - Townsend's Warbler - Setophaga townsendi.wav","song","4",11,4,"buzzy","XC182421","Xeno-Canto"
"2170",1,"Selection Spectrum 1",1,37.81092968,39.41849562,3701.5,7998.5,3.358,3.358,1687.5,5906.2,1.608,4312.5,6000,5906.2,"XC182421 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182421 - Townsend's Warbler - Setophaga townsendi.wav","song","4",11,4,"buzzy","XC182421","Xeno-Canto"
"2171",2,"Waveform 1",1,20.56742612,22.38133239,3724.1,7734.6,NA,NA,NA,NA,1.814,NA,NA,NA,"XC182421 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182421 - Townsend's Warbler - Setophaga townsendi.wav","song","2",13,5,"buzzy","XC182421","Xeno-Canto"
"2172",2,"Spectrogram 1",1,20.56742612,22.38133239,3724.1,7734.6,3.117,2.922,1781.2,5906.2,1.814,4218.8,6000,5906.2,"XC182421 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182421 - Townsend's Warbler - Setophaga townsendi.wav","song","2",13,5,"buzzy","XC182421","Xeno-Canto"
"2173",2,"Selection Spectrum 1",1,20.56742612,22.38133239,3724.1,7734.6,3.111,3.111,1781.2,5906.2,1.814,4218.8,6000,5906.2,"XC182421 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182421 - Townsend's Warbler - Setophaga townsendi.wav","song","2",13,5,"buzzy","XC182421","Xeno-Canto"
"2174",3,"Waveform 1",1,1.150292544,2.748620517,3752.3,8736.8,NA,NA,NA,NA,1.598,NA,NA,NA,"XC182421 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182421 - Townsend's Warbler - Setophaga townsendi.wav","song","1",12,5,"buzzy","XC182421","Xeno-Canto"
"2175",3,"Spectrogram 1",1,1.150292544,2.748620517,3752.3,8736.8,3.581,2.812,1875,5906.2,1.598,4218.8,6093.8,6000,"XC182421 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182421 - Townsend's Warbler - Setophaga townsendi.wav","song","1",12,5,"buzzy","XC182421","Xeno-Canto"
"2176",3,"Selection Spectrum 1",1,1.150292544,2.748620517,3752.3,8736.8,3.582,3.582,1875,5906.2,1.598,4218.8,6093.8,6000,"XC182421 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182421 - Townsend's Warbler - Setophaga townsendi.wav","song","1",12,5,"buzzy","XC182421","Xeno-Canto"
"2177",1,"Waveform 1",1,47.07385457,48.80552747,3519.4,6646.1,NA,NA,NA,NA,1.732,NA,NA,NA,"XC182424 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182424 - Townsend's Warbler - Setophaga townsendi.wav","song","4",6,4,"clear","XC182424","Xeno-Canto"
"2178",1,"Spectrogram 1",1,47.07385457,48.80552747,3519.4,6646.1,4.672,3.178,2531.2,5250,1.732,3937.5,6468.8,6468.8,"XC182424 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182424 - Townsend's Warbler - Setophaga townsendi.wav","song","4",6,4,"clear","XC182424","Xeno-Canto"
"2179",1,"Selection Spectrum 1",1,47.07385457,48.80552747,3519.4,6646.1,4.679,4.679,2531.2,5250,1.732,3937.5,6468.8,6468.8,"XC182424 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182424 - Townsend's Warbler - Setophaga townsendi.wav","song","4",6,4,"clear","XC182424","Xeno-Canto"
"2180",2,"Waveform 1",1,29.42250419,31.14917226,3519.4,6646.1,NA,NA,NA,NA,1.727,NA,NA,NA,"XC182424 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182424 - Townsend's Warbler - Setophaga townsendi.wav","song","3",6,4,"clear","XC182424","Xeno-Canto"
"2181",2,"Spectrogram 1",1,29.42250419,31.14917226,3519.4,6646.1,4.58,3.223,2437.5,5437.5,1.727,4031.2,6468.8,4593.8,"XC182424 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182424 - Townsend's Warbler - Setophaga townsendi.wav","song","3",6,4,"clear","XC182424","Xeno-Canto"
"2182",2,"Selection Spectrum 1",1,29.42250419,31.14917226,3519.4,6646.1,4.584,4.584,2437.5,5437.5,1.727,4031.2,6468.8,5718.8,"XC182424 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182424 - Townsend's Warbler - Setophaga townsendi.wav","song","3",6,4,"clear","XC182424","Xeno-Canto"
"2183",3,"Waveform 1",1,0.213539626,1.960227031,3519.4,6718.8,NA,NA,NA,NA,1.747,NA,NA,NA,"XC182424 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182424 - Townsend's Warbler - Setophaga townsendi.wav","song","1",6,4,"clear","XC182424","Xeno-Canto"
"2184",3,"Spectrogram 1",1,0.213539626,1.960227031,3519.4,6718.8,4.453,2.893,2437.5,5250,1.747,4031.2,6468.8,4593.8,"XC182424 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182424 - Townsend's Warbler - Setophaga townsendi.wav","song","1",6,4,"clear","XC182424","Xeno-Canto"
"2185",3,"Selection Spectrum 1",1,0.213539626,1.960227031,3519.4,6718.8,4.454,4.454,2437.5,5250,1.747,4031.2,6468.8,4593.8,"XC182424 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC182424 - Townsend's Warbler - Setophaga townsendi.wav","song","1",6,4,"clear","XC182424","Xeno-Canto"
"2186",1,"Waveform 1",1,0.023473181,1.572703103,3469,8325.7,NA,NA,NA,NA,1.549,NA,NA,NA,"XC187462 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187462 - Townsend's Warbler - Setophaga townsendi.wav","song","1",11,5,"buzzy","XC187462","Xeno-Canto"
"2187",1,"Spectrogram 1",1,0.023473181,1.572703103,3469,8325.7,4.846,3.183,2625,5250,1.549,4218.8,6843.8,5625,"XC187462 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187462 - Townsend's Warbler - Setophaga townsendi.wav","song","1",11,5,"buzzy","XC187462","Xeno-Canto"
"2188",1,"Selection Spectrum 1",1,0.023473181,1.572703103,3469,8325.7,4.839,4.839,2625,5250,1.549,4218.8,6843.8,5156.2,"XC187462 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187462 - Townsend's Warbler - Setophaga townsendi.wav","song","1",11,5,"buzzy","XC187462","Xeno-Canto"
"2189",2,"Waveform 1",1,15.34196609,16.91426833,3301.6,7404.6,NA,NA,NA,NA,1.572,NA,NA,NA,"XC187462 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187462 - Townsend's Warbler - Setophaga townsendi.wav","song","2",11,5,"buzzy","XC187462","Xeno-Canto"
"2190",2,"Spectrogram 1",1,15.34196609,16.91426833,3301.6,7404.6,4.275,3.296,2437.5,5156.2,1.572,4406.2,6843.8,5062.5,"XC187462 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187462 - Townsend's Warbler - Setophaga townsendi.wav","song","2",11,5,"buzzy","XC187462","Xeno-Canto"
"2191",2,"Selection Spectrum 1",1,15.34196609,16.91426833,3301.6,7404.6,4.283,4.283,2343.8,5156.2,1.572,4500,6843.8,5156.2,"XC187462 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187462 - Townsend's Warbler - Setophaga townsendi.wav","song","2",11,5,"buzzy","XC187462","Xeno-Canto"
"2192",3,"Waveform 1",1,30.28136021,31.85020386,3433.2,7285.1,NA,NA,NA,NA,1.569,NA,NA,NA,"XC187462 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187462 - Townsend's Warbler - Setophaga townsendi.wav","song","3",11,5,"buzzy","XC187462","Xeno-Canto"
"2193",3,"Spectrogram 1",1,30.28136021,31.85020386,3433.2,7285.1,4.648,3.346,2625,5062.5,1.569,4125,6750,5437.5,"XC187462 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187462 - Townsend's Warbler - Setophaga townsendi.wav","song","3",11,5,"buzzy","XC187462","Xeno-Canto"
"2194",3,"Selection Spectrum 1",1,30.28136021,31.85020386,3433.2,7285.1,4.643,4.643,2625,5062.5,1.569,4125,6750,5250,"XC187462 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187462 - Townsend's Warbler - Setophaga townsendi.wav","song","3",11,5,"buzzy","XC187462","Xeno-Canto"
"2195",1,"Waveform 1",1,24.89060888,26.4617341,3403.6,7722.6,NA,NA,NA,NA,1.571,NA,NA,NA,"XC187464 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187464 - Townsend's Warbler - Setophaga townsendi.wav","song","2",8,4,"clear","XC187464","Xeno-Canto"
"2196",1,"Spectrogram 1",1,24.89060888,26.4617341,3403.6,7722.6,2.84,1.899,562.5,4968.8,1.571,4687.5,5250,4875,"XC187464 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187464 - Townsend's Warbler - Setophaga townsendi.wav","song","2",8,4,"clear","XC187464","Xeno-Canto"
"2197",1,"Selection Spectrum 1",1,24.89060888,26.4617341,3403.6,7722.6,2.84,2.84,562.5,4968.8,1.571,4687.5,5250,5062.5,"XC187464 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187464 - Townsend's Warbler - Setophaga townsendi.wav","song","2",8,4,"clear","XC187464","Xeno-Canto"
"2198",2,"Waveform 1",1,115.0568678,116.588028,3485.9,7270.1,NA,NA,NA,NA,1.531,NA,NA,NA,"XC187464 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187464 - Townsend's Warbler - Setophaga townsendi.wav","song","8",8,4,"clear","XC187464","Xeno-Canto"
"2199",2,"Spectrogram 1",1,115.0568678,116.588028,3485.9,7270.1,2.445,1.898,1031.2,4968.8,1.531,4875,5906.2,4968.8,"XC187464 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187464 - Townsend's Warbler - Setophaga townsendi.wav","song","8",8,4,"clear","XC187464","Xeno-Canto"
"2200",2,"Selection Spectrum 1",1,115.0568678,116.588028,3485.9,7270.1,2.444,2.444,1031.2,4968.8,1.531,4875,5906.2,4968.8,"XC187464 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187464 - Townsend's Warbler - Setophaga townsendi.wav","song","8",8,4,"clear","XC187464","Xeno-Canto"
"2201",3,"Waveform 1",1,13.29571523,14.86933826,3365.2,7972.2,NA,NA,NA,NA,1.574,NA,NA,NA,"XC187464 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187464 - Townsend's Warbler - Setophaga townsendi.wav","song","1",8,4,"clear","XC187464","Xeno-Canto"
"2202",3,"Spectrogram 1",1,13.29571523,14.86933826,3365.2,7972.2,3.336,1.889,1593.8,4968.8,1.574,4500,6093.8,4875,"XC187464 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187464 - Townsend's Warbler - Setophaga townsendi.wav","song","1",8,4,"clear","XC187464","Xeno-Canto"
"2203",3,"Selection Spectrum 1",1,13.29571523,14.86933826,3365.2,7972.2,3.334,3.334,1593.8,4968.8,1.574,4500,6093.8,4968.8,"XC187464 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187464 - Townsend's Warbler - Setophaga townsendi.wav","song","1",8,4,"clear","XC187464","Xeno-Canto"
"2204",1,"Waveform 1",1,50.70913437,52.27718815,3331.2,7426.9,NA,NA,NA,NA,1.568,NA,NA,NA,"XC187466 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187466 - Townsend's Warbler - Setophaga townsendi.wav","song","5",7,3,"clear","XC187466","Xeno-Canto"
"2205",1,"Spectrogram 1",1,50.70913437,52.27718815,3331.2,7426.9,2.612,1.897,1125,4968.8,1.568,4875,6000,4968.8,"XC187466 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187466 - Townsend's Warbler - Setophaga townsendi.wav","song","5",7,3,"clear","XC187466","Xeno-Canto"
"2206",1,"Selection Spectrum 1",1,50.70913437,52.27718815,3331.2,7426.9,2.612,2.612,1125,4968.8,1.568,4875,6000,4968.8,"XC187466 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187466 - Townsend's Warbler - Setophaga townsendi.wav","song","5",7,3,"clear","XC187466","Xeno-Canto"
"2207",2,"Waveform 1",1,37.62553187,39.22608417,3531,7576.8,NA,NA,NA,NA,1.601,NA,NA,NA,"XC187466 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187466 - Townsend's Warbler - Setophaga townsendi.wav","song","4",8,4,"clear","XC187466","Xeno-Canto"
"2208",2,"Spectrogram 1",1,37.62553187,39.22608417,3531,7576.8,2.605,1.921,1218.8,4968.8,1.601,4875,6093.8,4968.8,"XC187466 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187466 - Townsend's Warbler - Setophaga townsendi.wav","song","4",8,4,"clear","XC187466","Xeno-Canto"
"2209",2,"Selection Spectrum 1",1,37.62553187,39.22608417,3531,7576.8,2.601,2.601,1218.8,4968.8,1.601,4875,6093.8,4968.8,"XC187466 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187466 - Townsend's Warbler - Setophaga townsendi.wav","song","4",8,4,"clear","XC187466","Xeno-Canto"
"2210",3,"Waveform 1",1,12.86201618,14.42736175,3481.1,7876.5,NA,NA,NA,NA,1.565,NA,NA,NA,"XC187466 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187466 - Townsend's Warbler - Setophaga townsendi.wav","song","2",8,4,"clear","XC187466","Xeno-Canto"
"2211",3,"Spectrogram 1",1,12.86201618,14.42736175,3481.1,7876.5,2.698,1.92,1406.2,5062.5,1.565,4875,6281.2,4968.8,"XC187466 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187466 - Townsend's Warbler - Setophaga townsendi.wav","song","2",8,4,"clear","XC187466","Xeno-Canto"
"2212",3,"Selection Spectrum 1",1,12.86201618,14.42736175,3481.1,7876.5,2.671,2.671,1406.2,4968.8,1.565,4875,6281.2,4968.8,"XC187466 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187466 - Townsend's Warbler - Setophaga townsendi.wav","song","2",8,4,"clear","XC187466","Xeno-Canto"
"2213",1,"Waveform 1",1,81.68214318,82.96734523,3761.1,7760.4,NA,NA,NA,NA,1.285,NA,NA,NA,"XC187467 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187467 - Townsend's Warbler - Setophaga townsendi.wav","song","10",12,6,"buzzy","XC187467","Xeno-Canto"
"2214",1,"Spectrogram 1",1,81.68214318,82.96734523,3761.1,7760.4,4.028,2.777,1781.2,4968.8,1.285,4406.2,6187.5,5625,"XC187467 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187467 - Townsend's Warbler - Setophaga townsendi.wav","song","10",12,6,"buzzy","XC187467","Xeno-Canto"
"2215",1,"Selection Spectrum 1",1,81.68214318,82.96734523,3761.1,7760.4,4.029,4.029,1781.2,4968.8,1.285,4406.2,6187.5,4593.8,"XC187467 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187467 - Townsend's Warbler - Setophaga townsendi.wav","song","10",12,6,"buzzy","XC187467","Xeno-Canto"
"2216",2,"Waveform 1",1,23.22573747,24.63489665,3979.2,7433.2,NA,NA,NA,NA,1.409,NA,NA,NA,"XC187467 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187467 - Townsend's Warbler - Setophaga townsendi.wav","song","3",13,6,"buzzy","XC187467","Xeno-Canto"
"2217",2,"Spectrogram 1",1,23.22573747,24.63489665,3979.2,7433.2,3.767,2.631,1593.8,6187.5,1.409,4781.2,6375,6281.2,"XC187467 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187467 - Townsend's Warbler - Setophaga townsendi.wav","song","3",13,6,"buzzy","XC187467","Xeno-Canto"
"2218",2,"Selection Spectrum 1",1,23.22573747,24.63489665,3979.2,7433.2,3.773,3.773,1593.8,6187.5,1.409,4781.2,6375,6281.2,"XC187467 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187467 - Townsend's Warbler - Setophaga townsendi.wav","song","3",13,6,"buzzy","XC187467","Xeno-Canto"
"2219",3,"Waveform 1",1,6.445341847,7.733665183,3898,7061.1,NA,NA,NA,NA,1.288,NA,NA,NA,"XC187467 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187467 - Townsend's Warbler - Setophaga townsendi.wav","song","1",12,6,"buzzy","XC187467","Xeno-Canto"
"2220",3,"Spectrogram 1",1,6.445341847,7.733665183,3898,7061.1,4.098,2.631,1593.8,5625,1.288,4781.2,6375,6375,"XC187467 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187467 - Townsend's Warbler - Setophaga townsendi.wav","song","1",12,6,"buzzy","XC187467","Xeno-Canto"
"2221",3,"Selection Spectrum 1",1,6.445341847,7.733665183,3898,7061.1,4.078,4.078,1593.8,5531.2,1.288,4781.2,6375,6187.5,"XC187467 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC187467 - Townsend's Warbler - Setophaga townsendi.wav","song","1",12,6,"buzzy","XC187467","Xeno-Canto"
"2222",1,"Waveform 1",1,1.346281795,2.846781989,4132.3,6515.2,NA,NA,NA,NA,1.501,NA,NA,NA,"XC193985 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC193985 - Townsend's Warbler - Setophaga townsendi.wav","song","1",7,4,"clear","XC193985","Xeno-Canto"
"2223",1,"Spectrogram 1",1,1.346281795,2.846781989,4132.3,6515.2,3.608,1.93,1781.2,4968.8,1.501,4406.2,6187.5,6093.8,"XC193985 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC193985 - Townsend's Warbler - Setophaga townsendi.wav","song","1",7,4,"clear","XC193985","Xeno-Canto"
"2224",1,"Selection Spectrum 1",1,1.346281795,2.846781989,4132.3,6515.2,3.59,3.59,1781.2,4968.8,1.501,4406.2,6187.5,4875,"XC193985 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC193985 - Townsend's Warbler - Setophaga townsendi.wav","song","1",7,4,"clear","XC193985","Xeno-Canto"
"2225",2,"Waveform 1",1,43.70895299,45.29346253,4093.8,6515.2,NA,NA,NA,NA,1.585,NA,NA,NA,"XC193985 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC193985 - Townsend's Warbler - Setophaga townsendi.wav","song","3",7,4,"clear","XC193985","Xeno-Canto"
"2226",2,"Spectrogram 1",1,43.70895299,45.29346253,4093.8,6515.2,3.544,1.756,1687.5,5250,1.585,4406.2,6093.8,5343.8,"XC193985 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC193985 - Townsend's Warbler - Setophaga townsendi.wav","song","3",7,4,"clear","XC193985","Xeno-Canto"
"2227",2,"Selection Spectrum 1",1,43.70895299,45.29346253,4093.8,6515.2,3.553,3.553,1687.5,5250,1.585,4406.2,6093.8,5343.8,"XC193985 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC193985 - Townsend's Warbler - Setophaga townsendi.wav","song","3",7,4,"clear","XC193985","Xeno-Canto"
"2228",3,"Waveform 1",1,32.22693483,33.74143658,4170.7,6553.7,NA,NA,NA,NA,1.515,NA,NA,NA,"XC193985 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC193985 - Townsend's Warbler - Setophaga townsendi.wav","song","2",7,4,"clear","XC193985","Xeno-Canto"
"2229",3,"Spectrogram 1",1,32.22693483,33.74143658,4170.7,6553.7,3.791,1.92,1968.8,4968.8,1.515,4312.5,6281.2,4968.8,"XC193985 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC193985 - Townsend's Warbler - Setophaga townsendi.wav","song","2",7,4,"clear","XC193985","Xeno-Canto"
"2230",3,"Selection Spectrum 1",1,32.22693483,33.74143658,4170.7,6553.7,3.795,3.795,1968.8,5062.5,1.515,4312.5,6281.2,4968.8,"XC193985 - Townsend's Warbler - Setophaga townsendi.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Xeno-Canto/XC193985 - Townsend's Warbler - Setophaga townsendi.wav","song","2",7,4,"clear","XC193985","Xeno-Canto"
