"","sound.files","selec","start","end"
"1782","SRF25M01_1.WAV.wav",2,210.4458648,212.1831184
"1785","SRF25M01_1.WAV.wav",3,198.5263626,199.983336
"1797","SRF25M02_3.WAV.wav",10,177.9709202,179.4644427
"1800","SRF25M02_3.WAV.wav",11,150.8456682,151.9495514
"1803","SRF25M02_3.WAV.wav",16,196.039405,197.2841602
"1806","SRF27M01.WAV.wav",1,450.5616184,452.0481534
"1808","SRF27M01.WAV.wav",2,378.1672324,379.6283115
"1810","SRF27M01.WAV.wav",3,467.901535,469.3468072
"1812","SRF27M05_2.WAV.wav",1,80.29203203,81.80389622
"1815","SRF27M05_2.WAV.wav",2,178.6378829,180.4089877
"1818","SRF27M05_2.WAV.wav",3,193.3921561,195.0818931
"1830","SRF28M01_2.WAV.wav",1,32.89202116,34.41489637
"1832","SRF28M01_2.WAV.wav",2,76.72021449,78.50176254
"1834","SRF28M01_2.WAV.wav",3,41.75846577,43.29319438
"1836","SRF28M02_2.WAV.wav",1,175.6784852,176.8978865
"1839","SRF28M02_2.WAV.wav",2,99.22510978,100.6497178
"1842","SRF28M02_2.WAV.wav",3,189.4334459,190.7436117
"1845","SRF28M04.WAV.wav",2,1.577451182,3.130399208
"1848","SRF28M04.WAV.wav",3,73.99120215,75.92654897
"1851","SRF28M04.WAV.wav",4,109.2667392,111.1387939
"1863","SRF29M02.WAV.wav",1,142.7016678,144.1572015
"1866","SRF29M02.WAV.wav",2,121.3507268,122.5364848
"1869","SRF29M02.WAV.wav",3,132.5283027,133.9744256
"1872","SRF29M04.WAV.wav",1,102.5771903,103.2725718
"1875","SRF29M04.WAV.wav",2,137.8716438,138.8370974
"1878","SRF29M04.WAV.wav",3,116.5617636,117.2687383
"1890","SRG02M01.WAV.wav",1,267.4324406,268.6401466
"1893","SRG02M01.WAV.wav",2,54.11796967,55.29610616
"1896","SRG02M01.WAV.wav",3,241.0578815,242.5171929
"1899","SRG02M02.WAV.wav",1,51.4131987,52.75988645
"1902","SRG02M02.WAV.wav",3,42.84414349,44.18170115
"1905","SRG02M02.WAV.wav",4,30.98555026,32.34208716
"1908","SRG02M03.WAV.wav",1,102.5194053,103.8654083
"1911","SRG02M03.WAV.wav",2,438.126116,439.8551713
"1914","SRG02M03.WAV.wav",3,457.6512346,459.353689
"1926","SRG04M01_1.WAV.wav",1,196.2964839,197.8138504
"1929","SRG04M01_1.WAV.wav",2,17.8001715,19.44398516
"1932","SRG04M01_1.WAV.wav",3,114.1637688,115.9761788
"1935","SRG04M02_3.WAV.wav",1,25.24233705,26.72916919
"1938","SRG04M02_1.WAV.wav",1,124.0524881,125.461017
"1941","SRG04M02_1.WAV.wav",2,19.94982315,21.42902287
"1944","SRG04M03_2.WAV.wav",1,142.472048,144.186533
"1947","SRG04M03_1.WAV.wav",1,14.71159567,16.39836077
"1950","SRG04M03_1.WAV.wav",2,27.72309882,29.41550527
"1953","XC107827 - Townsend's Warbler - Setophaga townsendi.wav",1,1.446224558,2.661636723
"1956","XC107827 - Townsend's Warbler - Setophaga townsendi.wav",2,9.92830539,10.93241274
"1959","XC107827 - Townsend's Warbler - Setophaga townsendi.wav",3,16.95273946,18.13539119
"1962","XC134887 - Townsend's Warbler - Setophaga townsendi.wav",1,3.342991769,5.125990125
"1965","XC134887 - Townsend's Warbler - Setophaga townsendi.wav",2,11.68260394,13.54312396
"1968","XC134887 - Townsend's Warbler - Setophaga townsendi.wav",3,20.7067383,22.52154042
"1971","XC137649 - Townsend's Warbler - Setophaga townsendi.wav",1,1.111913801,2.743500894
"1974","XC137649 - Townsend's Warbler - Setophaga townsendi.wav",2,11.6768596,12.8380256
"1977","XC137649 - Townsend's Warbler - Setophaga townsendi.wav",3,23.56417586,25.19179316
"1980","XC150351 - Townsend's Warbler - Setophaga townsendi.wav",1,96.71019634,98.7029087
"1983","XC150351 - Townsend's Warbler - Setophaga townsendi.wav",2,14.92841165,16.51406795
"1986","XC150351 - Townsend's Warbler - Setophaga townsendi.wav",3,167.3225806,169.1184162
"1989","XC150356 - Townsend's Warbler - Setophaga townsendi.wav",1,3.309682861,4.878868018
"1992","XC150356 - Townsend's Warbler - Setophaga townsendi.wav",3,22.53332011,23.59706247
"1995","XC150356 - Townsend's Warbler - Setophaga townsendi.wav",5,43.2861004,44.82731484
"2025","XC156181 - Townsend's Warbler - Setophaga townsendi.wav",1,28.7592349,30.36112726
"2028","XC156181 - Townsend's Warbler - Setophaga townsendi.wav",2,1.385315638,2.935043255
"2031","XC156181 - Townsend's Warbler - Setophaga townsendi.wav",3,14.59208585,16.22006059
"2034","XC156184 - Townsend's Warbler - Setophaga townsendi.wav",1,19.97463304,21.66691493
"2037","XC156184 - Townsend's Warbler - Setophaga townsendi.wav",2,96.02539229,97.48310046
"2040","XC156184 - Townsend's Warbler - Setophaga townsendi.wav",3,80.13343238,81.81943105
"2043","XC156194 - Townsend's Warbler - Setophaga townsendi.wav",1,26.40105989,28.23598045
"2046","XC156194 - Townsend's Warbler - Setophaga townsendi.wav",2,40.77374086,42.64907818
"2049","XC156194 - Townsend's Warbler - Setophaga townsendi.wav",4,14.11578711,15.79851262
"2052","XC156219 - Townsend's Warbler - Setophaga townsendi.wav",1,0.804728631,2.45695684
"2055","XC156219 - Townsend's Warbler - Setophaga townsendi.wav",2,18.73760726,20.35125322
"2058","XC156219 - Townsend's Warbler - Setophaga townsendi.wav",4,9.807638714,11.45759738
"2061","XC156220 - Townsend's Warbler - Setophaga townsendi.wav",1,2.679006655,4.916177684
"2064","XC156220 - Townsend's Warbler - Setophaga townsendi.wav",2,65.47415263,66.83059047
"2067","XC156220 - Townsend's Warbler - Setophaga townsendi.wav",3,15.78692855,17.19229601
"2070","XC156550 - Townsend's Warbler - Setophaga townsendi.wav",1,0.936427755,2.450421868
"2073","XC156550 - Townsend's Warbler - Setophaga townsendi.wav",2,22.13350941,23.62196627
"2076","XC156550 - Townsend's Warbler - Setophaga townsendi.wav",4,4.647267531,6.13619728
"2079","XC157557 - Townsend's Warbler - Setophaga townsendi.wav",1,53.50639282,55.18220795
"2082","XC157557 - Townsend's Warbler - Setophaga townsendi.wav",2,37.24532003,38.92463738
"2085","XC157557 - Townsend's Warbler - Setophaga townsendi.wav",3,44.98121895,46.67104298
"2088","XC157603 - Townsend's Warbler - Setophaga townsendi.wav",1,40.44044211,42.1126312
"2091","XC157603 - Townsend's Warbler - Setophaga townsendi.wav",2,100.2756514,101.9703091
"2094","XC157603 - Townsend's Warbler - Setophaga townsendi.wav",3,64.82492594,66.40209683
"2097","XC157610 - Townsend's Warbler - Setophaga townsendi.wav",1,2.213339498,3.848280957
"2100","XC157610 - Townsend's Warbler - Setophaga townsendi.wav",2,31.20279777,32.86063757
"2103","XC157610 - Townsend's Warbler - Setophaga townsendi.wav",3,39.8156483,41.47806777
"2115","XC160215 - Townsend's Warbler - Setophaga townsendi.wav",1,23.50526797,25.24393244
"2118","XC160215 - Townsend's Warbler - Setophaga townsendi.wav",2,13.16584253,14.86447693
"2121","XC160215 - Townsend's Warbler - Setophaga townsendi.wav",3,0.470148355,2.672639238
"2124","XC160225 - Townsend's Warbler - Setophaga townsendi.wav",1,20.0104937,21.5480201
"2127","XC160225 - Townsend's Warbler - Setophaga townsendi.wav",2,9.997472974,11.50191732
"2130","XC160225 - Townsend's Warbler - Setophaga townsendi.wav",3,85.31094936,86.80200897
"2133","XC160229 - Townsend's Warbler - Setophaga townsendi.wav",1,10.47059569,12.27893587
"2136","XC160229 - Townsend's Warbler - Setophaga townsendi.wav",2,18.53064112,20.01693771
"2139","XC160229 - Townsend's Warbler - Setophaga townsendi.wav",3,2.259078507,4.157044246
"2142","XC160233 - Townsend's Warbler - Setophaga townsendi.wav",1,26.55087332,28.24929016
"2145","XC160233 - Townsend's Warbler - Setophaga townsendi.wav",2,0.13420575,2.766392147
"2148","XC160233 - Townsend's Warbler - Setophaga townsendi.wav",3,14.52279491,16.25255791
"2151","XC179100 - Townsend's Warbler - Setophaga townsendi.wav",1,1.260989016,3.139774222
"2154","XC179100 - Townsend's Warbler - Setophaga townsendi.wav",2,22.3187071,24.11603206
"2157","XC179100 - Townsend's Warbler - Setophaga townsendi.wav",3,11.23354596,13.08979961
"2160","XC182404 - Townsend's Warbler - Setophaga townsendi.wav",1,28.64474039,30.14635955
"2163","XC182404 - Townsend's Warbler - Setophaga townsendi.wav",3,42.57277953,44.1286132
"2166","XC182404 - Townsend's Warbler - Setophaga townsendi.wav",4,0.426496498,1.937231342
"2178","XC182424 - Townsend's Warbler - Setophaga townsendi.wav",1,47.07385457,48.80552747
"2181","XC182424 - Townsend's Warbler - Setophaga townsendi.wav",2,29.42250419,31.14917226
"2184","XC182424 - Townsend's Warbler - Setophaga townsendi.wav",3,0.213539626,1.960227031
"2196","XC187464 - Townsend's Warbler - Setophaga townsendi.wav",1,24.89060888,26.4617341
"2199","XC187464 - Townsend's Warbler - Setophaga townsendi.wav",2,115.0568678,116.588028
"2202","XC187464 - Townsend's Warbler - Setophaga townsendi.wav",3,13.29571523,14.86933826
"2205","XC187466 - Townsend's Warbler - Setophaga townsendi.wav",1,50.70913437,52.27718815
"2208","XC187466 - Townsend's Warbler - Setophaga townsendi.wav",2,37.62553187,39.22608417
"2211","XC187466 - Townsend's Warbler - Setophaga townsendi.wav",3,12.86201618,14.42736175
"2223","XC193985 - Townsend's Warbler - Setophaga townsendi.wav",1,1.346281795,2.846781989
"2226","XC193985 - Townsend's Warbler - Setophaga townsendi.wav",2,43.70895299,45.29346253
"2229","XC193985 - Townsend's Warbler - Setophaga townsendi.wav",3,32.22693483,33.74143658
"2232","XC269234 - Townsend's Warbler - Setophaga townsendi.wav",1,21.98100412,23.63219947
"2235","XC269234 - Townsend's Warbler - Setophaga townsendi.wav",2,0.872957541,2.611192645
"2238","XC269234 - Townsend's Warbler - Setophaga townsendi.wav",3,44.77217989,46.63841463
"2241","XC302557 - Townsend's Warbler - Setophaga townsendi.wav",1,21.38062825,22.77953325
"2244","XC302557 - Townsend's Warbler - Setophaga townsendi.wav",2,3.93975942,5.549421138
"2247","XC302557 - Townsend's Warbler - Setophaga townsendi.wav",3,36.71856173,38.1423261
"2250","XC322898 - Townsend's Warbler - Setophaga townsendi.wav",1,31.77732048,33.26467712
"2253","XC322898 - Townsend's Warbler - Setophaga townsendi.wav",2,17.48482514,19.00808349
"2256","XC322898 - Townsend's Warbler - Setophaga townsendi.wav",3,45.0687333,46.56292836
"2277","XC322903 - Townsend's Warbler - Setophaga townsendi.wav",1,20.02095802,21.57450483
"2280","XC322903 - Townsend's Warbler - Setophaga townsendi.wav",2,0.922869604,2.403037016
"2283","XC322903 - Townsend's Warbler - Setophaga townsendi.wav",3,33.26688361,34.60658187
"2286","XC322907 - Townsend's Warbler - Setophaga townsendi.wav",1,1.201892097,2.801610927
"2289","XC322907 - Townsend's Warbler - Setophaga townsendi.wav",2,18.7772003,20.39215455
"2292","XC322907 - Townsend's Warbler - Setophaga townsendi.wav",3,28.21287134,29.79354589
"2304","XC323056 - Townsend's Warbler - Setophaga townsendi.wav",1,33.23533519,34.56386502
"2307","XC323056 - Townsend's Warbler - Setophaga townsendi.wav",2,12.77146258,14.12577438
"2310","XC323056 - Townsend's Warbler - Setophaga townsendi.wav",3,1.379757007,2.737101982
"2322","XC76413 - Townsend's Warbler - Setophaga townsendi.wav",1,19.73092552,21.26899783
"2325","XC76413 - Townsend's Warbler - Setophaga townsendi.wav",2,0.440466471,1.971249337
"2328","XC76413 - Townsend's Warbler - Setophaga townsendi.wav",3,48.6477487,50.17488684
