Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Agg Entropy (bits),Avg Entropy (bits),BW 90% (Hz),Center Freq (Hz),Delta Time (s),Freq 5% (Hz),Freq 95% (Hz),Max Freq (Hz),Begin File,Begin Path,Signal Type,Song ID,num notes,num unique notes,buzzy or clear,Song ID,Source
5,Waveform 1,1,33.34037419,34.78469481,4062.2,7477.4,,,,,1.444,,,,SRE07M03.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M03.wav,Song,3,9,5,clear,SRE07M03.wav,Field Season
5,Spectrogram 1,1,33.34037419,34.78469481,4062.2,7477.4,4.238,2.883,6201.6,2067.2,1.444,4651.2,6718.4,6460,SRE07M03.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M03.wav,Song,3,9,5,clear,SRE07M03.wav,Field Season
5,Selection Spectrum 1,1,33.34037419,34.78469481,4062.2,7477.4,4.204,4.204,6201.6,2067.2,1.444,4651.2,6718.4,4737.3,SRE07M03.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M03.wav,Song,3,9,5,clear,SRE07M03.wav,Field Season
7,Waveform 1,1,41.95890877,43.43530638,4006.6,7394.5,,,,,1.476,,,,SRE07M03.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M03.wav,Song,4,9,5,clear,SRE07M03.wav,Field Season
7,Spectrogram 1,1,41.95890877,43.43530638,4006.6,7394.5,4.224,2.878,4909.6,2239.5,1.476,4565,6804.5,4823.4,SRE07M03.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M03.wav,Song,4,9,5,clear,SRE07M03.wav,Field Season
7,Selection Spectrum 1,1,41.95890877,43.43530638,4006.6,7394.5,4.225,4.225,4909.6,2239.5,1.476,4565,6804.5,4823.4,SRE07M03.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M03.wav,Song,4,9,5,clear,SRE07M03.wav,Field Season
1,Waveform 1,1,23.17952372,24.49826719,4059.8,7336.6,,,,,1.319,,,,SRE07M04.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M04.wav,song,3,8,4,clear,SRE07M04.wav,Field Season
1,Spectrogram 1,1,23.17952372,24.49826719,4059.8,7336.6,4.461,3.469,6373.8,1981.1,1.319,4737.3,6718.4,6546.1,SRE07M04.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M04.wav,song,3,8,4,clear,SRE07M04.wav,Field Season
1,Selection Spectrum 1,1,23.17952372,24.49826719,4059.8,7336.6,4.463,4.463,6373.8,1981.1,1.319,4737.3,6718.4,6460,SRE07M04.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M04.wav,song,3,8,4,clear,SRE07M04.wav,Field Season
2,Waveform 1,1,31.68101568,33.22108572,3883.6,7418.5,,,,,1.54,,,,SRE07M04.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M04.wav,song,4,11,6,clear,SRE07M04.wav,Field Season
2,Spectrogram 1,1,31.68101568,33.22108572,3883.6,7418.5,4.657,3.271,6287.7,2497.9,1.54,4651.2,7149,6373.8,SRE07M04.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M04.wav,song,4,11,6,clear,SRE07M04.wav,Field Season
2,Selection Spectrum 1,1,31.68101568,33.22108572,3883.6,7418.5,4.633,4.633,6287.7,2497.9,1.54,4651.2,7149,6373.8,SRE07M04.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M04.wav,song,4,11,6,clear,SRE07M04.wav,Field Season
3,Waveform 1,1,11.97863706,13.29211205,3767.3,7479.5,,,,,1.313,,,,SRE07M04.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M04.wav,song,2,10,6,clear,SRE07M04.wav,Field Season
3,Spectrogram 1,1,11.97863706,13.29211205,3767.3,7479.5,4.644,3.215,6201.6,2670.1,1.313,4478.9,7149,6115.4,SRE07M04.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M04.wav,song,2,10,6,clear,SRE07M04.wav,Field Season
3,Selection Spectrum 1,1,11.97863706,13.29211205,3767.3,7479.5,4.624,4.624,6201.6,2670.1,1.313,4478.9,7149,7062.9,SRE07M04.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M04.wav,song,2,10,6,clear,SRE07M04.wav,Field Season
1,Waveform 1,1,80.09687761,81.45392459,3802.9,8529.1,,,,,1.357,,,,SRE07M06.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M06.wav,song,7,10,7,clear,SRE07M06.wav,Field Season
1,Spectrogram 1,1,80.09687761,81.45392459,3802.9,8529.1,4.803,3.123,6287.7,2756.2,1.357,4565,7321.3,7062.9,SRE07M06.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M06.wav,song,7,10,7,clear,SRE07M06.wav,Field Season
1,Selection Spectrum 1,1,80.09687761,81.45392459,3802.9,8529.1,4.803,4.803,6287.7,2756.2,1.357,4565,7321.3,7062.9,SRE07M06.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M06.wav,song,7,10,7,clear,SRE07M06.wav,Field Season
2,Waveform 1,1,34.74110345,35.97734506,3722.3,7513.5,,,,,1.236,,,,SRE07M06.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M06.wav,song,3,8,6,clear,SRE07M06.wav,Field Season
2,Spectrogram 1,1,34.74110345,35.97734506,3722.3,7513.5,3.98,2.756,6460,2670.1,1.236,4651.2,7321.3,7235.2,SRE07M06.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M06.wav,song,3,8,6,clear,SRE07M06.wav,Field Season
2,Selection Spectrum 1,1,34.74110345,35.97734506,3722.3,7513.5,3.965,3.965,6460,2670.1,1.236,4651.2,7321.3,7235.2,SRE07M06.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M06.wav,song,3,8,6,clear,SRE07M06.wav,Field Season
3,Waveform 1,1,22.52002087,23.89116181,3957.2,7396.1,,,,,1.371,,,,SRE07M06.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M06.wav,song,2,7,4,clear,SRE07M06.wav,Field Season
3,Spectrogram 1,1,22.52002087,23.89116181,3957.2,7396.1,4.705,2.952,6029.3,2067.2,1.371,4565,6632.2,6373.8,SRE07M06.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M06.wav,song,2,7,4,clear,SRE07M06.wav,Field Season
3,Selection Spectrum 1,1,22.52002087,23.89116181,3957.2,7396.1,4.698,4.698,6029.3,2067.2,1.371,4565,6632.2,6373.8,SRE07M06.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M06.wav,song,2,7,4,clear,SRE07M06.wav,Field Season
1,Waveform 1,1,42.45830395,44.04575704,3683.9,8264.8,,,,,1.587,,,,SRE07M07_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M07_2.wav,song,5,11,6,clear,SRE07M07_2.wav,Field Season
1,Spectrogram 1,1,42.45830395,44.04575704,3683.9,8264.8,4.53,2.907,6029.3,1981.1,1.587,4565,6546.1,6201.6,SRE07M07_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M07_2.wav,song,5,11,6,clear,SRE07M07_2.wav,Field Season
1,Selection Spectrum 1,1,42.45830395,44.04575704,3683.9,8264.8,4.533,4.533,6029.3,1981.1,1.587,4565,6546.1,6201.6,SRE07M07_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M07_2.wav,song,5,11,6,clear,SRE07M07_2.wav,Field Season
2,Waveform 1,1,20.81302735,22.41605608,3845.6,8273.2,,,,,1.603,,,,SRE07M07_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M07_2.wav,song,3,11,6,clear,SRE07M07_2.wav,Field Season
2,Spectrogram 1,1,20.81302735,22.41605608,3845.6,8273.2,4.411,2.704,6115.4,2756.2,1.603,4478.9,7235.2,6115.4,SRE07M07_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M07_2.wav,song,3,11,6,clear,SRE07M07_2.wav,Field Season
2,Selection Spectrum 1,1,20.81302735,22.41605608,3845.6,8273.2,4.394,4.394,6115.4,2670.1,1.603,4478.9,7149,6373.8,SRE07M07_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M07_2.wav,song,3,11,6,clear,SRE07M07_2.wav,Field Season
4,Waveform 1,1,32.22248006,33.73720637,3963.4,8398.5,,,,,1.515,,,,SRE07M07_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M07_2.wav,song,4,11,6,clear,SRE07M07_2.wav,Field Season
4,Spectrogram 1,1,32.22248006,33.73720637,3963.4,8398.5,4.506,2.825,5340.2,2584,1.515,4478.9,7062.9,6201.6,SRE07M07_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M07_2.wav,song,4,11,6,clear,SRE07M07_2.wav,Field Season
4,Selection Spectrum 1,1,32.22248006,33.73720637,3963.4,8398.5,4.501,4.501,5340.2,2584,1.515,4478.9,7062.9,4651.2,SRE07M07_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M07_2.wav,song,4,11,6,clear,SRE07M07_2.wav,Field Season
1,Waveform 1,1,44.12495305,45.53032217,4019.5,6819.5,,,,,1.405,,,,SRE07M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M08.wav,song,4,9,5,c,SRE07M08.wav,Field Season
1,Spectrogram 1,1,44.12495305,45.53032217,4019.5,6819.5,4.483,3.252,5512.5,1894.9,1.405,4478.9,6373.8,6287.7,SRE07M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M08.wav,song,4,9,5,c,SRE07M08.wav,Field Season
1,Selection Spectrum 1,1,44.12495305,45.53032217,4019.5,6819.5,4.478,4.478,5598.6,1894.9,1.405,4478.9,6373.8,6287.7,SRE07M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M08.wav,song,4,9,5,c,SRE07M08.wav,Field Season
2,Waveform 1,1,60.31274104,61.95368064,3972.5,8144.3,,,,,1.641,,,,SRE07M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M08.wav,song,5,11,6,c,SRE07M08.wav,Field Season
2,Spectrogram 1,1,60.31274104,61.95368064,3972.5,8144.3,4.889,3.447,5770.9,2928.5,1.641,4478.9,7407.4,6115.4,SRE07M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M08.wav,song,5,11,6,c,SRE07M08.wav,Field Season
2,Selection Spectrum 1,1,60.31274104,61.95368064,3972.5,8144.3,4.893,4.893,5684.8,2928.5,1.641,4478.9,7407.4,4651.2,SRE07M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M08.wav,song,5,11,6,c,SRE07M08.wav,Field Season
3,Waveform 1,1,103.750713,105.1379613,4061.7,6908.7,,,,,1.387,,,,SRE07M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M08.wav,song,7,10,5,c,SRE07M08.wav,Field Season
3,Spectrogram 1,1,103.750713,105.1379613,4061.7,6908.7,4.395,3.138,5426.4,1894.9,1.387,4478.9,6373.8,6201.6,SRE07M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M08.wav,song,7,10,5,c,SRE07M08.wav,Field Season
3,Selection Spectrum 1,1,103.750713,105.1379613,4061.7,6908.7,4.402,4.402,5426.4,1894.9,1.387,4478.9,6373.8,6201.6,SRE07M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M08.wav,song,7,10,5,c,SRE07M08.wav,Field Season
1,Waveform 1,1,8.535836938,9.897114548,3816.1,7328,,,,,1.361,,,,SRE07M09_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M09_1.wav,song,1,14,6,clear,SRE07M09_1.wav,Field Season
1,Spectrogram 1,1,8.535836938,9.897114548,3816.1,7328,3.829,2.765,5512.5,1378.1,1.361,5168,6546.1,5340.2,SRE07M09_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M09_1.wav,song,1,14,6,clear,SRE07M09_1.wav,Field Season
1,Selection Spectrum 1,1,8.535836938,9.897114548,3816.1,7328,3.825,3.825,5512.5,1378.1,1.361,5168,6546.1,5426.4,SRE07M09_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M09_1.wav,song,1,14,6,clear,SRE07M09_1.wav,Field Season
2,Waveform 1,1,110.3788399,111.3252847,4082.4,7031.5,,,,,0.946,,,,SRE07M09_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M09_1.wav,song,7,9,5,clear,SRE07M09_1.wav,Field Season
2,Spectrogram 1,1,110.3788399,111.3252847,4082.4,7031.5,4.606,3.013,5426.4,2239.5,0.946,4478.9,6718.4,5426.4,SRE07M09_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M09_1.wav,song,7,9,5,clear,SRE07M09_1.wav,Field Season
2,Selection Spectrum 1,1,110.3788399,111.3252847,4082.4,7031.5,4.589,4.589,5426.4,2239.5,0.946,4478.9,6718.4,6546.1,SRE07M09_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M09_1.wav,song,7,9,5,clear,SRE07M09_1.wav,Field Season
1,Waveform 1,1,21.75608958,23.517784,3758.1,8505.7,,,,,1.762,,,,SRE07M09_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M09_2.wav,song,13,17,5,clear,SRE07M09_2.wav,Field Season
1,Spectrogram 1,1,21.75608958,23.517784,3758.1,8505.7,4.761,2.777,5512.5,2497.9,1.762,4392.8,6890.6,6718.4,SRE07M09_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M09_2.wav,song,13,17,5,clear,SRE07M09_2.wav,Field Season
1,Selection Spectrum 1,1,21.75608958,23.517784,3758.1,8505.7,4.765,4.765,5512.5,2497.9,1.762,4392.8,6890.6,5426.4,SRE07M09_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Port_Alberni/SRE07M09_2.wav,song,13,17,5,clear,SRE07M09_2.wav,Field Season
1,Waveform 1,1,165.2713072,167.1361885,3511.1,7670,,,,,1.865,,,,SRE07M10.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE07M10.wav,song,12,7,4,c,SRE07M10.wav,Field Season
1,Spectrogram 1,1,165.2713072,167.1361885,3511.1,7670,4.89,2.934,2842.4,6201.6,1.865,4306.6,7149,7062.9,SRE07M10.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE07M10.wav,song,12,7,4,c,SRE07M10.wav,Field Season
1,Selection Spectrum 1,1,165.2713072,167.1361885,3511.1,7670,4.841,4.841,2842.4,6201.6,1.865,4306.6,7149,6201.6,SRE07M10.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE07M10.wav,song,12,7,4,c,SRE07M10.wav,Field Season
2,Waveform 1,1,41.88350313,43.76026101,3462.2,8464.5,,,,,1.877,,,,SRE07M10.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE07M10.wav,song,3,7,4,c,SRE07M10.wav,Field Season
2,Spectrogram 1,1,41.88350313,43.76026101,3462.2,8464.5,4.661,2.875,2756.2,6115.4,1.877,4306.6,7062.9,5081.8,SRE07M10.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE07M10.wav,song,3,7,4,c,SRE07M10.wav,Field Season
2,Selection Spectrum 1,1,41.88350313,43.76026101,3462.2,8464.5,4.667,4.667,2756.2,6115.4,1.877,4306.6,7062.9,5081.8,SRE07M10.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE07M10.wav,song,3,7,4,c,SRE07M10.wav,Field Season
3,Waveform 1,1,122.5510015,124.475442,3431.9,7737.5,,,,,1.924,,,,SRE07M10.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE07M10.wav,song,9,7,4,c,SRE07M10.wav,Field Season
3,Spectrogram 1,1,122.5510015,124.475442,3431.9,7737.5,4.369,2.799,2670.1,5081.8,1.924,4306.6,6976.8,5081.8,SRE07M10.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE07M10.wav,song,9,7,4,c,SRE07M10.wav,Field Season
3,Selection Spectrum 1,1,122.5510015,124.475442,3431.9,7737.5,4.379,4.379,2670.1,5081.8,1.924,4306.6,6976.8,5081.8,SRE07M10.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE07M10.wav,song,9,7,4,c,SRE07M10.wav,Field Season
1,Waveform 1,1,107.8393834,109.5121227,3222.4,7143.3,,,,,1.673,,,,SRE08M01.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M01.wav,song,7,6,3,clear,SRE08M01.wav,Field Season
1,Spectrogram 1,1,107.8393834,109.5121227,3222.4,7143.3,4.65,3.305,2584,6201.6,1.673,4220.5,6804.5,6804.5,SRE08M01.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M01.wav,song,7,6,3,clear,SRE08M01.wav,Field Season
1,Selection Spectrum 1,1,107.8393834,109.5121227,3222.4,7143.3,4.654,4.654,2584,6201.6,1.673,4220.5,6804.5,6804.5,SRE08M01.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M01.wav,song,7,6,3,clear,SRE08M01.wav,Field Season
3,Waveform 1,1,78.28092246,79.70000137,3473.8,6979.5,,,,,1.419,,,,SRE08M01.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M01.wav,song,5,5,3,clear,SRE08M01.wav,Field Season
3,Spectrogram 1,1,78.28092246,79.70000137,3473.8,6979.5,4.689,2.844,2756.2,5857,1.419,4048.2,6804.5,4478.9,SRE08M01.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M01.wav,song,5,5,3,clear,SRE08M01.wav,Field Season
3,Selection Spectrum 1,1,78.28092246,79.70000137,3473.8,6979.5,4.683,4.683,2756.2,5857,1.419,4048.2,6804.5,4478.9,SRE08M01.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M01.wav,song,5,5,3,clear,SRE08M01.wav,Field Season
5,Waveform 1,1,26.61261996,28.36872639,3372.9,6878.6,,,,,1.756,,,,SRE08M01.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M01.wav,song,2,6,3,clear,SRE08M01.wav,Field Season
5,Spectrogram 1,1,26.61261996,28.36872639,3372.9,6878.6,4.337,3.277,2497.9,6201.6,1.756,4306.6,6804.5,6718.4,SRE08M01.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M01.wav,song,2,6,3,clear,SRE08M01.wav,Field Season
5,Selection Spectrum 1,1,26.61261996,28.36872639,3372.9,6878.6,4.341,4.341,2497.9,6201.6,1.756,4306.6,6804.5,6718.4,SRE08M01.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M01.wav,song,2,6,3,clear,SRE08M01.wav,Field Season
1,Waveform 1,1,151.5773654,152.4934795,3368.3,7398,,,,,0.916,,,,SRE08M04_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M04_1.wav,song,6,4,3,c,SRE08M04_1.wav,Field Season
1,Spectrogram 1,1,151.5773654,152.4934795,3368.3,7398,4.436,3.249,2067.2,5857,0.916,4909.6,6976.8,6804.5,SRE08M04_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M04_1.wav,song,6,4,3,c,SRE08M04_1.wav,Field Season
1,Selection Spectrum 1,1,151.5773654,152.4934795,3368.3,7398,4.432,4.432,2067.2,5857,0.916,4909.6,6976.8,6804.5,SRE08M04_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M04_1.wav,song,6,4,3,c,SRE08M04_1.wav,Field Season
2,Waveform 1,1,216.4097224,217.6510103,3510.3,7432.6,,,,,1.241,,,,SRE08M04_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M04_1.wav,song,9,5,3,c,SRE08M04_1.wav,Field Season
2,Spectrogram 1,1,216.4097224,217.6510103,3510.3,7432.6,4.332,3.401,2239.5,5770.9,1.241,4737.3,6976.8,5857,SRE08M04_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M04_1.wav,song,9,5,3,c,SRE08M04_1.wav,Field Season
2,Selection Spectrum 1,1,216.4097224,217.6510103,3510.3,7432.6,4.324,4.324,2239.5,5770.9,1.241,4737.3,6976.8,5943.2,SRE08M04_1.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M04_1.wav,song,9,5,3,c,SRE08M04_1.wav,Field Season
1,Waveform 1,1,73.11233028,74.29808931,3513.2,7296.7,,,,,1.186,,,,SRE08M04_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M04_2.wav,song,12,5,3,c,SRE08M04_2.wav,Field Season
1,Spectrogram 1,1,73.11233028,74.29808931,3513.2,7296.7,4.805,3.646,2842.4,5598.6,1.186,4134.4,6976.8,5943.2,SRE08M04_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M04_2.wav,song,12,5,3,c,SRE08M04_2.wav,Field Season
1,Selection Spectrum 1,1,73.11233028,74.29808931,3513.2,7296.7,4.795,4.795,2842.4,5684.8,1.186,4134.4,6976.8,5943.2,SRE08M04_2.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M04_2.wav,song,12,5,3,c,SRE08M04_2.wav,Field Season
1,Waveform 1,1,90.32763071,91.96176036,3342.3,7565.7,,,,,1.634,,,,SRE08M05.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav,song,5,6,3,c,SRE08M05.wav,Field Season
1,Spectrogram 1,1,90.32763071,91.96176036,3342.3,7565.7,4.556,2.912,2756.2,5512.5,1.634,4306.6,7062.9,6804.5,SRE08M05.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav,song,5,6,3,c,SRE08M05.wav,Field Season
1,Selection Spectrum 1,1,90.32763071,91.96176036,3342.3,7565.7,4.561,4.561,2756.2,5512.5,1.634,4306.6,7062.9,4478.9,SRE08M05.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav,song,5,6,3,c,SRE08M05.wav,Field Season
2,Waveform 1,1,56.95671952,58.60992967,3234.7,7786.1,,,,,1.653,,,,SRE08M05.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav,song,3,6,3,c,SRE08M05.wav,Field Season
2,Spectrogram 1,1,56.95671952,58.60992967,3234.7,7786.1,4.353,2.355,2670.1,5340.2,1.653,4134.4,6804.5,4392.8,SRE08M05.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav,song,3,6,3,c,SRE08M05.wav,Field Season
2,Selection Spectrum 1,1,56.95671952,58.60992967,3234.7,7786.1,4.335,4.335,2670.1,5340.2,1.653,4134.4,6804.5,4392.8,SRE08M05.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav,song,3,6,3,c,SRE08M05.wav,Field Season
4,Waveform 1,1,39.29750646,40.93203626,3275.7,7458.1,,,,,1.635,,,,SRE08M05.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav,song,2,6,3,c,SRE08M05.wav,Field Season
4,Spectrogram 1,1,39.29750646,40.93203626,3275.7,7458.1,4.227,2.39,2756.2,4651.2,1.635,4220.5,6976.8,4392.8,SRE08M05.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav,song,2,6,3,c,SRE08M05.wav,Field Season
4,Selection Spectrum 1,1,39.29750646,40.93203626,3275.7,7458.1,4.216,4.216,2756.2,4565,1.635,4220.5,6976.8,4392.8,SRE08M05.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M05.wav,song,2,6,3,c,SRE08M05.wav,Field Season
1,Waveform 1,1,1.201965474,2.408936001,3588,7205.3,,,,,1.207,,,,SRE08M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav,song,1,5,3,c,SRE08M08.wav,Field Season
1,Spectrogram 1,1,1.201965474,2.408936001,3588,7205.3,3.259,2.836,2325.6,6632.2,1.207,4478.9,6804.5,6632.2,SRE08M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav,song,1,5,3,c,SRE08M08.wav,Field Season
1,Selection Spectrum 1,1,1.201965474,2.408936001,3588,7205.3,3.215,3.215,2325.6,6632.2,1.207,4478.9,6804.5,6632.2,SRE08M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav,song,1,5,3,c,SRE08M08.wav,Field Season
6,Waveform 1,1,22.14366503,23.71811949,3424.9,7339.1,,,,,1.574,,,,SRE08M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav,song,2,6,3,c,SRE08M08.wav,Field Season
6,Spectrogram 1,1,22.14366503,23.71811949,3424.9,7339.1,4.625,2.877,2756.2,5943.2,1.574,4134.4,6890.6,6804.5,SRE08M08.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Tofino/SRE08M08.wav,song,2,6,3,c,SRE08M08.wav,Field Season
